address,rent,beds,baths,sqft,url,neighborhood,dishwasher,in_unit_laundry,amenities,open_house,open_house_start,open_house_end,status,first_seen_at,last_seen_at,notes,source
"225 Schermerhorn Street #10E, Brooklyn, NY",$3965,1,1,561,https://streeteasy.com/building/the-addison-brooklyn/10e,Downtown Brooklyn,,,,Sun Sep 6 · 11:00 AM–4:00 PM,2026-09-06T11:00,2026-09-06T16:00,active,2026-07-29,2026-07-29,,streeteasy_html
"225 Schermerhorn Street #11D, Brooklyn, NY",$3977,1,1,561,https://streeteasy.com/building/the-addison-brooklyn/11d,Downtown Brooklyn,,,,Sun Sep 6 · 11:00 AM–4:30 PM,2026-09-06T11:00,2026-09-06T16:30,active,2026-07-27,2026-07-29,,streeteasy_html
"225 Schermerhorn Street #17E, Brooklyn, NY",$3995,1,1,577,https://streeteasy.com/building/the-addison-brooklyn/17e,Downtown Brooklyn,,,,Sat Aug 1 · 11:00 AM–4:00 PM,2026-08-01T11:00,2026-08-01T16:00,active,2026-07-28,2026-07-29,,streeteasy_html
"225 Schermerhorn Street #21E, Brooklyn, NY",$3995,1,1,577,https://streeteasy.com/building/the-addison-brooklyn/21e,Downtown Brooklyn,,,,,,,active,2026-07-27,2026-07-29,,streeteasy_html
"225 Schermerhorn Street #24D, Brooklyn, NY",$3325,0,1,427,https://streeteasy.com/building/the-addison-brooklyn/24d,Downtown Brooklyn,,,,Tue Aug 4 · 11:00 AM–4:00 PM,2026-08-04T11:00,2026-08-04T16:00,active,2026-07-28,2026-07-29,,streeteasy_html
"225 Schermerhorn Street #3H, Brooklyn, NY",$3483,0,1,479,https://streeteasy.com/building/the-addison-brooklyn/3h,Downtown Brooklyn,,,,Sun Aug 16 · 11:00 AM–4:00 PM,2026-08-16T11:00,2026-08-16T16:00,active,2026-07-29,2026-07-29,,streeteasy_html
"234 Thompson Street #7, New York, NY",$3795,1,1,,https://streeteasy.com/building/234-thompson-street-new_york/7,Greenwich Village,,,,Thu Jul 30 · 5:30 PM–6:30 PM,2026-07-30T17:30,2026-07-30T18:30,active,2026-07-28,2026-07-29,,streeteasy_html
"24 Jane Street #2C, New York, NY",$3750,0,1,,https://streeteasy.com/building/24-jane-street-new_york/2c,West Village,,,,Thu Jul 30 · 5:00 PM–5:45 PM,2026-07-30T17:00,2026-07-30T17:45,active,2026-07-29,2026-07-29,,streeteasy_html
"240 Third Avenue #9BA, New York, NY",$3404,0,1,,https://streeteasy.com/building/union-channel/9ba,Gowanus,,,,,,,active,2026-07-29,2026-07-29,base $3800; using net effective rent,streeteasy_html
"240 Willoughby Street #11R, New York, NY",$3475,0,1,,https://streeteasy.com/building/240-willoughby/11r,,,,new development,,,,active,2026-07-27,2026-07-29,,streeteasy_html
"25 Water Street #2205, New York, NY",$3790,0,1,,https://streeteasy.com/building/soma-25-water-street-new_york/2205,,,,new development,,,,active,2026-07-27,2026-07-29,base $4135; using net effective rent,streeteasy_html
"250 Ashland Place #31B, New York, NY",$3607,0,1,,https://streeteasy.com/building/the-ashland/31b,Fort Greene,,,,,,,active,2026-07-28,2026-07-29,,streeteasy_html
"250 Ashland Place #35J, New York, NY",$3859,0,1,,https://streeteasy.com/building/the-ashland/35j,Fort Greene,,,,,,,active,2026-07-29,2026-07-29,,streeteasy_html
"251 Douglass Street #1204, Brooklyn, NY",$3600,1,1,,https://streeteasy.com/building/251-douglass-street-brooklyn/1204,,,,new development,,,,active,2026-07-27,2026-07-29,base $3900; using net effective rent,streeteasy_html
"251 Douglass Street #411, Brooklyn, NY",$3275,0,1,,https://streeteasy.com/building/251-douglass-street-brooklyn/411,,,,new development,,,,active,2026-07-27,2026-07-29,,streeteasy_html
"251 Douglass Street #507, Brooklyn, NY",$3258,0,1,,https://streeteasy.com/building/251-douglass-street-brooklyn/507,,,,new development,,,,active,2026-07-28,2026-07-29,base $3400; using net effective rent,streeteasy_html
"251 Douglass Street #724, Brooklyn, NY",$3231,0,1,,https://streeteasy.com/building/251-douglass-street-brooklyn/724,,,,new development,,,,active,2026-07-27,2026-07-29,base $3500; using net effective rent,streeteasy_html
"251 Douglass Street #921, Brooklyn, NY",$3023,0,1,,https://streeteasy.com/building/251-douglass-street-brooklyn/921,,,,new development,,,,active,2026-07-27,2026-07-29,base $3275; using net effective rent,streeteasy_html
"255 Nostrand Avenue #6B, Brooklyn, NY",$3400,1,1,,https://streeteasy.com/building/255-nostrand-avenue-brooklyn/6b,Bedford-Stuyvesant,,,,,,,active,2026-07-28,2026-07-29,,streeteasy_html
"27 Avenue C #R7, New York, NY",$3695,1,1,,https://streeteasy.com/building/27-avenue-c-new_york/r7,East Village,,,,Thu Jul 30 · 4:30 PM–5:30 PM,2026-07-30T16:30,2026-07-30T17:30,active,2026-07-28,2026-07-29,,streeteasy_html
"2715 Fulton Street #303, New York, NY",$3150,2,1,,https://streeteasy.com/building/the-cypress-park/303,Cypress Hills,,,,,,,active,2026-07-27,2026-07-29,,streeteasy_html
"2715 Fulton Street #407, New York, NY",$3150,2,1,,https://streeteasy.com/building/the-cypress-park/407,Cypress Hills,,,,,,,active,2026-07-27,2026-07-29,,streeteasy_html
"2715 Fulton Street #506, New York, NY",$3250,2,2,,https://streeteasy.com/building/the-cypress-park/506,Cypress Hills,,,,,,,active,2026-07-27,2026-07-29,,streeteasy_html
"275 Park Avenue #5I, Brooklyn, NY",$3806,1,1,670,https://streeteasy.com/building/275-park-avenue-brooklyn/5i,Clinton Hill,,,,,,,active,2026-07-27,2026-07-29,base $4350; using net effective rent,streeteasy_html
"277 Gold Street #9D/277, Brooklyn, NY",$3758,1,1,,https://streeteasy.com/building/bklyn-gold-277-gold-street-brooklyn/9d277,Downtown Brooklyn,,,,,,,active,2026-07-27,2026-07-29,base $4100; using net effective rent,streeteasy_html
"282 4th Avenue #4B, New York, NY",$3619,1,1,500,https://streeteasy.com/building/282-4-avenue/4b,,,,new development,,,,active,2026-07-27,2026-07-29,base $4000; using net effective rent,streeteasy_html
"282 4th Avenue #6C, New York, NY",$3758,1,1,500,https://streeteasy.com/building/282-4-avenue/6c,,,,new development,,,,active,2026-07-29,2026-07-29,base $4100; using net effective rent,streeteasy_html
"30 Waterside Plaza #4028L, New York, NY",$3740,0,1,424,https://streeteasy.com/building/waterside-plaza/4028l,Kips Bay,,,,,,,active,2026-07-28,2026-07-29,,streeteasy_html
"300 Ashland Place #10M, New York, NY",$3698,0,1,,https://streeteasy.com/building/300-ashland-place/10m,Fort Greene,,,,,,,active,2026-07-27,2026-07-29,,streeteasy_html
"301 Sullivan Place #3R, New York, NY",$3410,1,1,,https://streeteasy.com/building/the-plex/3r,Crown Heights,,,,,,,active,2026-07-29,2026-07-29,,streeteasy_html
"309 Gold Street #14GAIR, Brooklyn, NY",$3845,1,1,,https://streeteasy.com/building/bklyn-air/14gair,Downtown Brooklyn,,,,,,,active,2026-07-27,2026-07-29,base $4195; using net effective rent,streeteasy_html
"309 Gold Street #5DAIR, Brooklyn, NY",$3937,1,1,,https://streeteasy.com/building/bklyn-air/5dair,Downtown Brooklyn,,,,,,,active,2026-07-28,2026-07-29,base $4295; using net effective rent,streeteasy_html
"309 Gold Street BKAIR14A, Brooklyn, NY",$3988,1,1,,https://streeteasy.com/building/bklyn-air/bkair14a,Downtown Brooklyn,,,,,,,active,2026-07-28,2026-07-29,base $4350; using net effective rent,streeteasy_html
"309 Gold Street BKAIR26H, Brooklyn, NY",$3295,0,1,,https://streeteasy.com/building/bklyn-air/bkair26h,Downtown Brooklyn,,,,,,,active,2026-07-28,2026-07-29,base $3595; using net effective rent,streeteasy_html
"309 Gold Street BKAIR28H, Brooklyn, NY",$3300,0,1,,https://streeteasy.com/building/bklyn-air/bkair28h,Downtown Brooklyn,,,,,,,active,2026-07-27,2026-07-29,base $3600; using net effective rent,streeteasy_html
"309 Gold Street BKAIR34H, Brooklyn, NY",$3750,0,1,,https://streeteasy.com/building/bklyn-air/bkair34h,Downtown Brooklyn,,,,,,,active,2026-07-28,2026-07-29,,streeteasy_html
"324 East 14th Street #5B, New York, NY",$2999,0,1,,https://streeteasy.com/building/324-east-14-street-new_york/5b,East Village,,,,,,,active,2026-07-28,2026-07-29,,streeteasy_html
"335 East 27th Street #6E, New York, NY",$3496,0,1,,https://streeteasy.com/building/carmel-place/6e,Kips Bay,,,,,,,active,2026-07-28,2026-07-29,base $3995; using net effective rent,streeteasy_html
"335 East 27th Street #7A, New York, NY",$3685,0,1,,https://streeteasy.com/building/carmel-place/7a,Kips Bay,,,,,,,active,2026-07-27,2026-07-29,base $4020; using net effective rent,streeteasy_html
"336 Douglass Street #7/F, New York, NY",$3539,1,1,,https://streeteasy.com/building/336-douglass-street/7f,,,,new development,,,,active,2026-07-27,2026-07-29,base $4045; using net effective rent,streeteasy_html
"340 Nevins Street #203, New York, NY",$3250,0,1,,https://streeteasy.com/building/nevins-landing-south/203,,,,new development,,,,active,2026-07-28,2026-07-29,,streeteasy_html
"340 Nevins Street #422, New York, NY",$3877,1,1,,https://streeteasy.com/building/nevins-landing-south/422,,,,new development,,,,active,2026-07-29,2026-07-29,base $4200; using net effective rent,streeteasy_html
"340 Nevins Street #425, New York, NY",$3692,1,1,,https://streeteasy.com/building/nevins-landing-south/425,,,,new development,,,,active,2026-07-28,2026-07-29,base $4000; using net effective rent,streeteasy_html
"340 Nevins Street #428, New York, NY",$3877,1,1,,https://streeteasy.com/building/nevins-landing-south/428,,,,new development,,,,active,2026-07-28,2026-07-29,base $4200; using net effective rent,streeteasy_html
"340 Nevins Street #521, New York, NY",$3923,1,1,,https://streeteasy.com/building/nevins-landing-south/521,,,,new development,,,,active,2026-07-29,2026-07-29,base $4250; using net effective rent,streeteasy_html
"340 Nevins Street #524, New York, NY",$3738,1,1,,https://streeteasy.com/building/nevins-landing-south/524,,,,new development,,,,active,2026-07-28,2026-07-29,base $4050; using net effective rent,streeteasy_html
"340 Nevins Street #634, New York, NY",$3323,0,1,,https://streeteasy.com/building/nevins-landing-south/634,,,,new development,,,,active,2026-07-28,2026-07-28,base $3600; using net effective rent,streeteasy_html
"340 Nevins Street #705, New York, NY",$3462,0,1,,https://streeteasy.com/building/nevins-landing-south/705,,,,new development,,,,active,2026-07-28,2026-07-29,base $3750; using net effective rent,streeteasy_html
"340 Nevins Street #808, New York, NY",$3692,0,1,,https://streeteasy.com/building/nevins-landing-south/808,,,,new development,,,,active,2026-07-29,2026-07-29,base $4000; using net effective rent,streeteasy_html
"360 Rutland Road #1R, Brooklyn, NY",$2800,2,1,750,https://streeteasy.com/building/360-rutland-road-brooklyn/1r,,,,,,,,active,2026-07-28,2026-07-29,,streeteasy_html
"365 Bond Street #B204, New York, NY",$3595,0,1,,https://streeteasy.com/building/365-bond/b204,Gowanus,,,,,,,active,2026-07-28,2026-07-29,,streeteasy_html
"38 Orchard Street #2G, New York, NY",$3395,0,1,,https://streeteasy.com/building/38-orchard-street-new_york/2g,Chinatown,,,,,,,active,2026-07-28,2026-07-29,,streeteasy_html
"395 Carroll Street #1005, Brooklyn, NY",$3798,1,1,,https://streeteasy.com/building/westmark-395-carroll-street-brooklyn/1005,,,,new development,Thu Jul 30 · 10:00 AM–6:00 PM,2026-07-30T10:00,2026-07-30T18:00,active,2026-07-29,2026-07-29,,streeteasy_html
"395 Carroll Street #1427, Brooklyn, NY",$3925,1,1,,https://streeteasy.com/building/westmark-395-carroll-street-brooklyn/1427,,,,new development,,,,active,2026-07-27,2026-07-29,,streeteasy_html
"395 Carroll Street #334, Brooklyn, NY",$3258,0,1,,https://streeteasy.com/building/westmark-395-carroll-street-brooklyn/334,,,,new development,Thu Jul 30 · 10:00 AM–7:00 PM,2026-07-30T10:00,2026-07-30T19:00,active,2026-07-29,2026-07-29,,streeteasy_html
"395 Carroll Street #423, Brooklyn, NY",$3866,1,1,,https://streeteasy.com/building/westmark-395-carroll-street-brooklyn/423,,,,new development,,,,active,2026-07-27,2026-07-29,,streeteasy_html
"395 Carroll Street #428, Brooklyn, NY",$3875,1,1,,https://streeteasy.com/building/westmark-395-carroll-street-brooklyn/428,,,,new development,,,,active,2026-07-27,2026-07-29,,streeteasy_html
"395 Carroll Street #503, Brooklyn, NY",$3686,1,1,,https://streeteasy.com/building/westmark-395-carroll-street-brooklyn/503,,,,new development,Thu Jul 30 · 10:00 AM–7:00 PM,2026-07-30T10:00,2026-07-30T19:00,active,2026-07-29,2026-07-29,,streeteasy_html
"395 Carroll Street #540, Brooklyn, NY",$3249,0,1,,https://streeteasy.com/building/westmark-395-carroll-street-brooklyn/540,,,,new development,Thu Jul 30 · 10:00 AM–7:00 PM,2026-07-30T10:00,2026-07-30T19:00,active,2026-07-29,2026-07-29,,streeteasy_html
"395 Carroll Street #642, Brooklyn, NY",$3588,0,1,,https://streeteasy.com/building/westmark-395-carroll-street-brooklyn/642,,,,new development,,,,active,2026-07-28,2026-07-29,,streeteasy_html
"395 Carroll Street #722, Brooklyn, NY",$3506,0,1,,https://streeteasy.com/building/westmark-395-carroll-street-brooklyn/722,,,,new development,Thu Jul 30 · 10:00 AM–7:00 PM,2026-07-30T10:00,2026-07-30T19:00,active,2026-07-27,2026-07-29,,streeteasy_html
"395 Carroll Street #S1022, Brooklyn, NY",$3283,0,1,,https://streeteasy.com/building/westmark-395-carroll-street-brooklyn/s1022,,,,new development,Thu Jul 30 · 10:00 AM–7:00 PM,2026-07-30T10:00,2026-07-30T19:00,active,2026-07-27,2026-07-29,,streeteasy_html
"40 Clinton Street #1D, New York, NY",$3795,1,1,,https://streeteasy.com/building/40-clinton-street-new_york/1d,Lower East Side,,,,Wed Jul 29 · 6:00 PM–6:45 PM,2026-07-29T18:00,2026-07-29T18:45,active,2026-07-27,2026-07-29,,streeteasy_html
"400 6th Avenue #4A, Brooklyn, NY",$3512,0,1,,https://streeteasy.com/building/400-6-avenue-brooklyn/4a,Park Slope,,,,,,,active,2026-07-28,2026-07-29,,streeteasy_html
"413 East 9th Street #2C, New York, NY",$3795,1,1,,https://streeteasy.com/building/413-east-9-street-new_york/2c,East Village,,,,,,,active,2026-07-28,2026-07-29,,streeteasy_html
"425 East 12th Street #2W, New York, NY",$2995,0,1,358,https://streeteasy.com/building/425-east-12-street-new_york/2w,East Village,,,,,,,active,2026-07-28,2026-07-29,,streeteasy_html
"428 Halsey Street #1, Brooklyn, NY",$3000,0,1,,https://streeteasy.com/building/428-halsey-street-brooklyn/1,,,,,,,,active,2026-07-27,2026-07-29,,streeteasy_html
"440 East 9th Street #7, New York, NY",$3795,1,1,,https://streeteasy.com/building/440-east-9-street-new_york/7,East Village,,,,,,,active,2026-07-28,2026-07-29,,streeteasy_html
"445 Grand Avenue #603, New York, NY",$3950,1,1,,https://streeteasy.com/building/arris-grand/603,Clinton Hill,,,,,,,active,2026-07-28,2026-07-29,,streeteasy_html
"461 Dean Street #31G, Brooklyn, NY",$3825,0,1,578,https://streeteasy.com/building/461-dean-street-brooklyn/31g,Prospect Heights,,,,,,,active,2026-07-27,2026-07-29,,streeteasy_html
"475 Clermont Avenue #215, New York, NY",$3959,0,1,445,https://streeteasy.com/building/475-clermont/0215,Fort Greene,,,,,,,active,2026-07-27,2026-07-29,,streeteasy_html
"475 Clermont Avenue #301, New York, NY",$3899,0,1,500,https://streeteasy.com/building/475-clermont/0301,Fort Greene,,,,,,,active,2026-07-28,2026-07-29,,streeteasy_html
"475 Clermont Avenue #439, New York, NY",$3875,0,1,446,https://streeteasy.com/building/475-clermont/0439,Fort Greene,,,,,,,active,2026-07-28,2026-07-29,,streeteasy_html
"499 President Street #336, New York, NY",$3915,1,1,,https://streeteasy.com/building/499-president/336,,,,new development,,,,active,2026-07-27,2026-07-29,base $4350; using net effective rent,streeteasy_html
"499 President Street #347, New York, NY",$3960,1,1,,https://streeteasy.com/building/499-president/347,,,,new development,,,,active,2026-07-27,2026-07-29,base $4400; using net effective rent,streeteasy_html
"499 President Street #514, New York, NY",$3510,0,1,,https://streeteasy.com/building/499-president/514,,,,new development,,,,active,2026-07-27,2026-07-29,base $3900; using net effective rent,streeteasy_html
"499 President Street #518, New York, NY",$3218,0,1,,https://streeteasy.com/building/499-president/518,,,,new development,,,,active,2026-07-27,2026-07-29,base $3575; using net effective rent,streeteasy_html
"500 Degraw Street #1709, Brooklyn, NY",$3693,1,1,,https://streeteasy.com/building/society-brooklyn-at-degraw/1709,,,,new development,,,,active,2026-07-28,2026-07-29,base $4545; using net effective rent,streeteasy_html
"500 Degraw Street #203, Brooklyn, NY",$3321,0,1,463,https://streeteasy.com/building/society-brooklyn-at-degraw/203,,,,new development,,,,active,2026-07-27,2026-07-29,base $3795; using net effective rent,streeteasy_html
"500 Degraw Street #302, Brooklyn, NY",$3325,0,1,,https://streeteasy.com/building/society-brooklyn-at-degraw/302,,,,new development,,,,active,2026-07-28,2026-07-29,base $3800; using net effective rent,streeteasy_html
"500 Degraw Street #439, Brooklyn, NY",$3491,0,1,,https://streeteasy.com/building/society-brooklyn-at-degraw/439,,,,new development,,,,active,2026-07-29,2026-07-29,base $3990; using net effective rent,streeteasy_html
"504 Sackett Street #302, Brooklyn, NY",$3616,1,1,,https://streeteasy.com/building/society-brooklyn-at-sackett/302,,,,new development,,,,active,2026-07-28,2026-07-29,base $4450; using net effective rent,streeteasy_html
"504 Sackett Street #909, Brooklyn, NY",$3652,1,1,625,https://streeteasy.com/building/society-brooklyn-at-sackett/909,,,,new development,,,,active,2026-07-28,2026-07-29,base $4495; using net effective rent,streeteasy_html
"505 State Street #15F, Brooklyn, NY",$3995,0,1,,https://streeteasy.com/building/505-state-street-brooklyn/15f,Downtown Brooklyn,,,,,,,active,2026-07-27,2026-07-29,,streeteasy_html
"505 State Street #16H, Brooklyn, NY",$3888,1,1,,https://streeteasy.com/building/505-state-street-brooklyn/16h,Downtown Brooklyn,,,,,,,active,2026-07-28,2026-07-29,,streeteasy_html
"505 State Street #18H, Brooklyn, NY",$3575,1,1,,https://streeteasy.com/building/505-state-street-brooklyn/18h,Downtown Brooklyn,,,,,,,active,2026-07-27,2026-07-29,base $3900; using net effective rent,streeteasy_html
"505 State Street #23H, Brooklyn, NY",$3950,1,1,,https://streeteasy.com/building/505-state-street-brooklyn/23h,Downtown Brooklyn,,,,,,,active,2026-07-27,2026-07-29,,streeteasy_html
"513 Chauncey Street #5, Brooklyn, NY",$2995,1,1,500,https://streeteasy.com/building/513-chauncey-street-brooklyn/5,Ocean Hill,,,,,,,active,2026-07-27,2026-07-29,,streeteasy_html
"52 4th Avenue #405, New York, NY",$3923,1,1,600,https://streeteasy.com/building/the-eleanor/405,Boerum Hill,,,,,,,active,2026-07-28,2026-07-29,base $4250; using net effective rent,streeteasy_html
"52 4th Avenue #704, New York, NY",$3323,0,1,420,https://streeteasy.com/building/the-eleanor/704,Boerum Hill,,,,,,,active,2026-07-27,2026-07-29,base $3600; using net effective rent,streeteasy_html
"527 Grand Avenue #405, Brooklyn, NY",$3500,1,1,,https://streeteasy.com/building/527-grand-avenue-brooklyn/405,Crown Heights,,,,,,,active,2026-07-29,2026-07-29,,streeteasy_html
"527 Grand Avenue #411, Brooklyn, NY",$3500,1,1,,https://streeteasy.com/building/527-grand-avenue-brooklyn/411,Crown Heights,,,,,,,active,2026-07-27,2026-07-29,,streeteasy_html
"527 Grand Avenue #6G, Brooklyn, NY",$3500,1,1,,https://streeteasy.com/building/527-grand-avenue-brooklyn/6g,Crown Heights,,,,,,,active,2026-07-27,2026-07-29,,streeteasy_html
"527 Grand Avenue #705, Brooklyn, NY",$3650,1,1,,https://streeteasy.com/building/527-grand-avenue-brooklyn/705,Crown Heights,,,,,,,active,2026-07-28,2026-07-29,,streeteasy_html
"527 Grand Avenue #904, Brooklyn, NY",$3975,1,1,,https://streeteasy.com/building/527-grand-avenue-brooklyn/904,Crown Heights,,,,,,,active,2026-07-29,2026-07-29,,streeteasy_html
"54 Crown Street #210, Brooklyn, NY",$3000,0,1,,https://streeteasy.com/building/loden-54-crown-street-brooklyn/210,,,,new development,Thu Jul 30 · 10:00 AM–6:00 PM,2026-07-30T10:00,2026-07-30T18:00,active,2026-07-29,2026-07-29,,streeteasy_html
"54 Crown Street #220, Brooklyn, NY",$3700,1,1,,https://streeteasy.com/building/loden-54-crown-street-brooklyn/220,,,,new development,Thu Jul 30 · 10:00 AM–6:00 PM,2026-07-30T10:00,2026-07-30T18:00,active,2026-07-28,2026-07-29,base $3700; using net effective rent,streeteasy_html
"54 Crown Street #735, Brooklyn, NY",$3250,0,1,,https://streeteasy.com/building/loden-54-crown-street-brooklyn/735,,,,new development,Thu Jul 30 · 10:00 AM–6:00 PM,2026-07-30T10:00,2026-07-30T18:00,active,2026-07-28,2026-07-29,,streeteasy_html
"54 Crown Street #PH12, Brooklyn, NY",$3721,1,1,,https://streeteasy.com/building/loden-54-crown-street-brooklyn/ph12,,,,new development,Sun Jul 25 · 10:00 AM–5:00 PM,2027-07-25T10:00,2027-07-25T17:00,active,2026-07-27,2026-07-29,base $3870; using net effective rent,streeteasy_html
"54 Crown Street #PH13, Brooklyn, NY",$3630,0,1,,https://streeteasy.com/building/loden-54-crown-street-brooklyn/ph13,,,,new development,Thu Jul 30 · 10:00 AM–6:00 PM,2026-07-30T10:00,2026-07-30T18:00,active,2026-07-29,2026-07-29,,streeteasy_html
"54 Crown Street #PH16, Brooklyn, NY",$3928,1,1,,https://streeteasy.com/building/loden-54-crown-street-brooklyn/ph16,,,,new development,Thu Jul 30 · 10:00 AM–6:00 PM,2026-07-30T10:00,2026-07-30T18:00,active,2026-07-29,2026-07-29,base $4255; using net effective rent,streeteasy_html
"54 Crown Street #PH2, Brooklyn, NY",$3590,0,1,,https://streeteasy.com/building/loden-54-crown-street-brooklyn/ph02,,,,new development,Thu Jul 30 · 10:00 AM–6:00 PM,2026-07-30T10:00,2026-07-30T18:00,active,2026-07-27,2026-07-29,,streeteasy_html
"540 Fulton Street #18D, Brooklyn, NY",$3355,0,1,,https://streeteasy.com/building/the-paxton-540-fulton-street-brooklyn/18d,Downtown Brooklyn,,,,,,,active,2026-07-28,2026-07-29,base $3660; using net effective rent,streeteasy_html
"55 Fleet Street #18O, Brooklyn, NY",$3870,0,1,,https://streeteasy.com/building/brooklyn-tower-rentals/18o,Downtown Brooklyn,,,,,,,active,2026-07-28,2026-07-29,base $4423; using net effective rent,streeteasy_html
"55 Fleet Street #48B, Brooklyn, NY",$3965,0,1,,https://streeteasy.com/building/brooklyn-tower-rentals/48b,Downtown Brooklyn,,,,,,,active,2026-07-27,2026-07-29,base $4531; using net effective rent,streeteasy_html
"55 Fleet Street #49E, Brooklyn, NY",$3798,0,1,,https://streeteasy.com/building/brooklyn-tower-rentals/49e,Downtown Brooklyn,,,,,,,active,2026-07-28,2026-07-29,base $4341; using net effective rent,streeteasy_html
"55 Willoughby Street #3D, New York, NY",$3950,0,1,,https://streeteasy.com/building/house-55/3d,,,,new development,Sun Jul 25 · 11:00 AM–5:00 PM,2027-07-25T11:00,2027-07-25T17:00,active,2026-07-27,2026-07-29,,streeteasy_html
"550 Grand Street #H7F, New York, NY",$3800,1,1,650,https://streeteasy.com/building/550-grand-street-new_york/h7f,Lower East Side,,,,,,,active,2026-07-29,2026-07-29,,streeteasy_html
"558 19th Street #1, Brooklyn, NY",$3600,2,1,700,https://streeteasy.com/building/558-19-street-brooklyn/1,,,,,,,,active,2026-07-28,2026-07-29,,streeteasy_html
"567 Fulton Street #15H, New York, NY",$3895,0,1,501,https://streeteasy.com/building/the-brook/rental/5106020,,,,new development,,,,active,2026-07-27,2026-07-29,,streeteasy_html
"570 Fulton Street #12E, New York, NY",$3430,0,1,,https://streeteasy.com/building/fulton-greene/12e,,,,new development,,,,active,2026-07-27,2026-07-29,,streeteasy_html
"570 Fulton Street #3J, New York, NY",$3850,1,1,,https://streeteasy.com/building/fulton-greene/3j,,,,new development,,,,active,2026-07-28,2026-07-29,,streeteasy_html
"593 Madison Street #2, Brooklyn, NY",$3900,2,1,,https://streeteasy.com/building/593-madison-street-brooklyn/2,Stuyvesant Heights,,,,Thu Jul 30 · 5:30 PM–7:00 PM,2026-07-30T17:30,2026-07-30T19:00,active,2026-07-29,2026-07-29,,streeteasy_html
"595 Dean Street #2140, Brooklyn, NY",$3598,0,1,,https://streeteasy.com/building/595-dean-street-brooklyn/2140,Prospect Heights,,,,,,,active,2026-07-29,2026-07-29,base $3925; using net effective rent,streeteasy_html
"598 Myrtle Avenue #4A, Brooklyn, NY",$3438,2,1,,https://streeteasy.com/building/598-myrtle-avenue-brooklyn/4a,Bedford-Stuyvesant,,,,,,,active,2026-07-27,2026-07-29,,streeteasy_html
"598 Myrtle Avenue #5R, Brooklyn, NY",$3667,2,1,,https://streeteasy.com/building/598-myrtle-avenue-brooklyn/5r,Bedford-Stuyvesant,,,,,,,active,2026-07-28,2026-07-29,,streeteasy_html
"60 Duffield Street #10D, Brooklyn, NY",$3333,0,1,500,https://streeteasy.com/building/60-duffield-street/10d,Downtown Brooklyn,,,,Mon Jul 26 · 11:30 AM–12:30 PM,2027-07-26T11:30,2027-07-26T12:30,active,2026-07-27,2026-07-29,base $4000; using net effective rent,streeteasy_html
"60 Duffield Street #10G, Brooklyn, NY",$3850,1,1,619,https://streeteasy.com/building/60-duffield-street/10g,Downtown Brooklyn,,,,,,,active,2026-07-27,2026-07-29,base $4200; using net effective rent,streeteasy_html
"60 Duffield Street #11H, Brooklyn, NY",$3804,1,1,600,https://streeteasy.com/building/60-duffield-street/11h,Downtown Brooklyn,,,,Wed Jul 29 · 12:30 PM–1:30 PM,2026-07-29T12:30,2026-07-29T13:30,active,2026-07-27,2026-07-29,base $4150; using net effective rent,streeteasy_html
"60 Wharf Dr #1707, New York, NY",$3911,0,1,,https://streeteasy.com/building/west-wharf/1707,Greenpoint,,,,,,,active,2026-07-28,2026-07-29,base $4150; using net effective rent,streeteasy_html
"60 Wharf Dr #613, New York, NY",$3975,0,1,,https://streeteasy.com/building/west-wharf/613,Greenpoint,,,,Thu Jul 30 · 1:00 PM–4:00 PM,2026-07-30T13:00,2026-07-30T16:00,active,2026-07-29,2026-07-29,,streeteasy_html
"600 Myrtle Avenue #3A, Brooklyn, NY",$3185,1,1,,https://streeteasy.com/building/600-myrtle-avenue-brooklyn/3a,Bedford-Stuyvesant,,,,,,,active,2026-07-28,2026-07-29,base $3475; using net effective rent,streeteasy_html
"624 East 11th Street #5CB, New York, NY",$3299,0,1,,https://streeteasy.com/building/624-east-11-street-new_york/5cb,East Village,,,,,,,active,2026-07-28,2026-07-29,,streeteasy_html
"626 Flatbush Avenue #12H, New York, NY",$3495,1,1,,https://streeteasy.com/building/the-parkline/12h,Prospect Lefferts Gardens,,,,,,,active,2026-07-27,2026-07-29,base $3495; using net effective rent,streeteasy_html
"637 Quincy Street #1, Brooklyn, NY",$2600,1,1,,https://streeteasy.com/building/637-quincy-street-brooklyn/1,,,,,,,,active,2026-07-29,2026-07-29,,streeteasy_html
"639 Henry Street #2, Brooklyn, NY",$3700,1,1,700,https://streeteasy.com/building/639-henry-street-brooklyn/2,Carroll Gardens,,,,,,,active,2026-07-27,2026-07-29,,streeteasy_html
"654 Saint Marks Avenue #2A, Brooklyn, NY",$2995,1,1,650,https://streeteasy.com/building/654-st-marks-avenue-brooklyn/2a,Crown Heights,,,,Mon Jul 26 · 1:15 PM–1:45 PM,2027-07-26T13:15,2027-07-26T13:45,active,2026-07-27,2026-07-29,,streeteasy_html
"66 Rockwell Place #11E, Brooklyn, NY",$3445,0,1,516,https://streeteasy.com/building/66-rockwell-place-brooklyn/11e,Fort Greene,,,,,,,active,2026-07-27,2026-07-29,,streeteasy_html
