address,rent,beds,baths,sqft,url,neighborhood,dishwasher,in_unit_laundry,amenities,open_house,open_house_start,open_house_end,status,first_seen_at,last_seen_at,notes,source
"66 Rockwell Place #29F, Brooklyn, NY",$3695,0,1,511,https://streeteasy.com/building/66-rockwell-place-brooklyn/29f,Fort Greene,,,,Thu Jul 30 · 11:00 AM–4:00 PM,2026-07-30T11:00,2026-07-30T16:00,active,2026-07-29,2026-07-29,,streeteasy_html
"66 Rockwell Place #8D, Brooklyn, NY",$3550,0,1,501,https://streeteasy.com/building/66-rockwell-place-brooklyn/8d,Fort Greene,,,,,,,active,2026-07-27,2026-07-29,,streeteasy_html
"67 Prince Street #21050, Brooklyn, NY",$3493,0,1,,https://streeteasy.com/building/dwtn-67-prince-street-brooklyn/21050,,,,new development,,,,active,2026-07-27,2026-07-29,base $3810; using net effective rent,streeteasy_html
"67 Prince Street #22010, Brooklyn, NY",$3543,0,1,,https://streeteasy.com/building/dwtn-67-prince-street-brooklyn/22010,,,,new development,,,,active,2026-07-27,2026-07-29,base $3865; using net effective rent,streeteasy_html
"67 Prince Street #2705, Brooklyn, NY",$3548,0,1,,https://streeteasy.com/building/dwtn-67-prince-street-brooklyn/2705,,,,new development,,,,active,2026-07-27,2026-07-29,base $3870; using net effective rent,streeteasy_html
"67 Prince Street #2807, Brooklyn, NY",$3781,0,1,,https://streeteasy.com/building/dwtn-67-prince-street-brooklyn/2807,,,,new development,,,,active,2026-07-29,2026-07-29,base $4125; using net effective rent,streeteasy_html
"67 Prince Street #6030, Brooklyn, NY",$3570,0,1,,https://streeteasy.com/building/dwtn-67-prince-street-brooklyn/6030,,,,new development,,,,active,2026-07-28,2026-07-29,base $3895; using net effective rent,streeteasy_html
"67 Prince Street #6040, Brooklyn, NY",$3570,0,1,,https://streeteasy.com/building/dwtn-67-prince-street-brooklyn/6040,,,,new development,,,,active,2026-07-29,2026-07-29,base $3895; using net effective rent,streeteasy_html
"67 Prince Street #7010, Brooklyn, NY",$3621,0,1,,https://streeteasy.com/building/dwtn-67-prince-street-brooklyn/7010,,,,new development,,,,active,2026-07-27,2026-07-29,base $3950; using net effective rent,streeteasy_html
"67 Prince Street #713, Brooklyn, NY",$3323,0,1,,https://streeteasy.com/building/dwtn-67-prince-street-brooklyn/713,,,,new development,,,,active,2026-07-28,2026-07-29,base $3625; using net effective rent,streeteasy_html
"67 Prince Street #716, Brooklyn, NY",$3346,0,1,,https://streeteasy.com/building/dwtn-67-prince-street-brooklyn/716,,,,new development,,,,active,2026-07-27,2026-07-29,base $3650; using net effective rent,streeteasy_html
"67 Prince Street #717, Brooklyn, NY",$3346,0,1,,https://streeteasy.com/building/dwtn-67-prince-street-brooklyn/717,,,,new development,,,,active,2026-07-27,2026-07-29,base $3650; using net effective rent,streeteasy_html
"67 Prince Street #7190, Brooklyn, NY",$3937,0,1,,https://streeteasy.com/building/dwtn-67-prince-street-brooklyn/7190,,,,new development,,,,active,2026-07-28,2026-07-28,base $4295; using net effective rent,streeteasy_html
"7 Platt Street #26E, New York, NY",$3995,0,1,,https://streeteasy.com/building/7-platt-street/26e,,,,new development,,,,active,2026-07-29,2026-07-29,base $4616; using net effective rent,streeteasy_html
"705 Lafayette Avenue #1F, Brooklyn, NY",$3277,0,1.5,,https://streeteasy.com/building/705-lafayette-avenue-brooklyn/1f,Bedford-Stuyvesant,,,,,,,active,2026-07-29,2026-07-29,,streeteasy_html
"733 Lincoln Place #1106, New York, NY",$3850,0,1,,https://streeteasy.com/building/733-lincoln/1106,,,,new development,,,,active,2026-07-27,2026-07-29,base $4200; using net effective rent,streeteasy_html
"733 Lincoln Place #1204, New York, NY",$3470,1,1,,https://streeteasy.com/building/733-lincoln/1204,,,,new development,,,,active,2026-07-27,2026-07-29,base $3785; using net effective rent,streeteasy_html
"733 Lincoln Place #1208, New York, NY",$3529,1,1,,https://streeteasy.com/building/733-lincoln/1208,,,,new development,,,,active,2026-07-28,2026-07-29,base $3850; using net effective rent,streeteasy_html
"733 Lincoln Place #1502, New York, NY",$3470,1,1,,https://streeteasy.com/building/733-lincoln/1502,,,,new development,,,,active,2026-07-28,2026-07-29,base $3785; using net effective rent,streeteasy_html
"76 East 1st Street #3C, New York, NY",$2999,0,1,,https://streeteasy.com/building/12-1-avenue-new_york/3c,East Village,,,,,,,active,2026-07-29,2026-07-29,,streeteasy_html
"788 Willoughby Avenue #104, New York, NY",$3300,1,1,,https://streeteasy.com/building/the-hartby/104,,,,new development,Thu Jul 30 · 3:00 PM–6:00 PM,2026-07-30T15:00,2026-07-30T18:00,active,2026-07-29,2026-07-29,base $3600; using net effective rent,streeteasy_html
"788 Willoughby Avenue #125, New York, NY",$3346,1,1,,https://streeteasy.com/building/the-hartby/125,,,,new development,Thu Jul 30 · 3:00 PM–6:00 PM,2026-07-30T15:00,2026-07-30T18:00,active,2026-07-29,2026-07-29,base $3650; using net effective rent,streeteasy_html
"788 Willoughby Avenue #136, New York, NY",$3392,1,1,,https://streeteasy.com/building/the-hartby/136,,,,new development,Thu Jul 30 · 3:00 PM–6:00 PM,2026-07-30T15:00,2026-07-30T18:00,active,2026-07-28,2026-07-29,base $3700; using net effective rent,streeteasy_html
"788 Willoughby Avenue #203, New York, NY",$3300,1,1,,https://streeteasy.com/building/the-hartby/203,,,,new development,Thu Jul 30 · 3:00 PM–6:00 PM,2026-07-30T15:00,2026-07-30T18:00,active,2026-07-29,2026-07-29,base $3600; using net effective rent,streeteasy_html
"788 Willoughby Avenue #211, New York, NY",$3415,1,1,,https://streeteasy.com/building/the-hartby/211,,,,new development,Mon Jul 26 · 12:00 PM–3:00 PM,2027-07-26T12:00,2027-07-26T15:00,active,2026-07-27,2026-07-29,base $3725; using net effective rent,streeteasy_html
"788 Willoughby Avenue #516, New York, NY",$3438,1,1,,https://streeteasy.com/building/the-hartby/516,,,,new development,Wed Jul 29 · 3:00 PM–6:00 PM,2026-07-29T15:00,2026-07-29T18:00,active,2026-07-28,2026-07-29,base $3750; using net effective rent,streeteasy_html
"788 Willoughby Avenue #606, New York, NY",$3392,1,1,,https://streeteasy.com/building/the-hartby/606,,,,new development,Thu Jul 30 · 3:00 PM–6:00 PM,2026-07-30T15:00,2026-07-30T18:00,active,2026-07-29,2026-07-29,base $3700; using net effective rent,streeteasy_html
"788 Willoughby Avenue #609, New York, NY",$3084,1,1,,https://streeteasy.com/building/the-hartby/609,,,,new development,Thu Jul 30 · 3:00 PM–6:00 PM,2026-07-30T15:00,2026-07-30T18:00,active,2026-07-27,2026-07-29,base $3525; using net effective rent,streeteasy_html
"81 Willoughby Street #408, Brooklyn, NY",$3700,1,1,,https://streeteasy.com/building/81-willoughby-street-brooklyn/408,Downtown Brooklyn,,,,Thu Jul 30 · 11:00 AM–7:15 PM,2026-07-30T11:00,2026-07-30T19:15,active,2026-07-27,2026-07-29,,streeteasy_html
"82 East 3rd Street #3A, New York, NY",$3299,1,1,,https://streeteasy.com/building/82-east-3-street-new_york/3a,East Village,,,,,,,active,2026-07-28,2026-07-29,,streeteasy_html
"88 Fulton Street #120, New York, NY",$4000,1,1,800,https://streeteasy.com/building/88-fulton/120,Fulton/Seaport,,,,,,,active,2026-07-28,2026-07-29,,streeteasy_html
"88 Fulton Street #318, New York, NY",$3400,0,1,550,https://streeteasy.com/building/88-fulton/318,Fulton/Seaport,,,,,,,active,2026-07-28,2026-07-29,,streeteasy_html
"88 Fulton Street #425, New York, NY",$4000,1,1,700,https://streeteasy.com/building/88-fulton/425,Fulton/Seaport,,,,,,,active,2026-07-28,2026-07-29,,streeteasy_html
"88 Fulton Street #L9, New York, NY",$3200,0,1,600,https://streeteasy.com/building/88-fulton/l9,Fulton/Seaport,,,,,,,active,2026-07-28,2026-07-29,,streeteasy_html
"88 Schermerhorn Street #11B, Brooklyn, NY",$3180,0,1,,https://streeteasy.com/building/modavie-residences/11b,Downtown Brooklyn,,,,,,,active,2026-07-28,2026-07-29,,streeteasy_html
"880 Atlantic Avenue #2A, Brooklyn, NY",$3662,1,1,,https://streeteasy.com/building/eight80-880-atlantic-avenue-brooklyn/2a,,,,new development,Thu Jul 30 · 11:00 AM–7:00 PM,2026-07-30T11:00,2026-07-30T19:00,active,2026-07-29,2026-07-29,base $3995; using net effective rent,streeteasy_html
"89 Dekalb Avenue #23D, New York, NY",$3827,0,1,,https://streeteasy.com/building/eighty-nine-dekalb/23d,,,,new development,,,,active,2026-07-27,2026-07-29,base $4175; using net effective rent,streeteasy_html
"89 Dekalb Avenue #25D, New York, NY",$3850,0,1,,https://streeteasy.com/building/eighty-nine-dekalb/25d,,,,new development,,,,active,2026-07-27,2026-07-29,base $4200; using net effective rent,streeteasy_html
"90 Washington Street #3K, New York, NY",$3295,0,1,547,https://streeteasy.com/building/90w-90-washington-street-new_york/3k,Financial District,,,,,,,active,2026-07-29,2026-07-29,base $3595; using net effective rent,streeteasy_html
"931 Carroll Street #C1010, Brooklyn, NY",$2931,1,1,,https://streeteasy.com/building/botanica-931-carroll-street-brooklyn/c1010,Crown Heights,,,,,,,active,2026-07-27,2026-07-29,base $3350; using net effective rent,streeteasy_html
"931 Carroll Street #C1012, Brooklyn, NY",$2931,1,1,,https://streeteasy.com/building/botanica-931-carroll-street-brooklyn/c1012,Crown Heights,,,,,,,active,2026-07-29,2026-07-29,base $3350; using net effective rent,streeteasy_html
"931 Carroll Street #C1104, Brooklyn, NY",$3194,1,1,,https://streeteasy.com/building/botanica-931-carroll-street-brooklyn/c1104,Crown Heights,,,,,,,active,2026-07-28,2026-07-29,base $3650; using net effective rent,streeteasy_html
"931 Carroll Street #C1211, Brooklyn, NY",$2975,1,1,,https://streeteasy.com/building/botanica-931-carroll-street-brooklyn/c1211,Crown Heights,,,,,,,active,2026-07-28,2026-07-29,base $3400; using net effective rent,streeteasy_html
"931 Carroll Street #C1309, Brooklyn, NY",$3019,1,1,,https://streeteasy.com/building/botanica-931-carroll-street-brooklyn/c1309,Crown Heights,,,,,,,active,2026-07-27,2026-07-29,base $3450; using net effective rent,streeteasy_html
"946 Herkimer Street #1A, Brooklyn, NY",$2745,0,1.5,,https://streeteasy.com/building/946-herkimer-street-brooklyn/1a,Stuyvesant Heights,,,,,,,active,2026-07-28,2026-07-29,base $2995; using net effective rent,streeteasy_html
"95 Wall Street #1017, New York, NY",$4000,0,1,475,https://streeteasy.com/building/95-wall-street-new_york/1017,Financial District,,,,,,,active,2026-07-28,2026-07-29,,streeteasy_html
"95 Wall Street #2303, New York, NY",$3974,0,1,454,https://streeteasy.com/building/95-wall-street-new_york/2303,Financial District,,,,,,,active,2026-07-27,2026-07-29,,streeteasy_html
"95 Wall Street #316, New York, NY",$3979,0,1,487,https://streeteasy.com/building/95-wall-street-new_york/316,Financial District,,,,,,,active,2026-07-29,2026-07-29,,streeteasy_html
"95 Wall Street #602, New York, NY",$3917,0,1,453,https://streeteasy.com/building/95-wall-street-new_york/602,Financial District,,,,,,,active,2026-07-27,2026-07-29,,streeteasy_html
"955 Sterling Place #518, New York, NY",$2893,0,1,,https://streeteasy.com/building/mason-gray/518,Crown Heights,,,,Wed Jul 29 · 1:00 PM–4:00 PM,2026-07-29T13:00,2026-07-29T16:00,active,2026-07-28,2026-07-29,base $3350; using net effective rent,streeteasy_html
"955 Sterling Place #602, New York, NY",$3152,1,1,,https://streeteasy.com/building/mason-gray/602,Crown Heights,,,,Thu Jul 30 · 1:00 PM–4:00 PM,2026-07-30T13:00,2026-07-30T16:00,active,2026-07-29,2026-07-29,base $3650; using net effective rent,streeteasy_html
"955 Sterling Place #701, New York, NY",$2871,1,1,,https://streeteasy.com/building/mason-gray/701,Crown Heights,,,,Wed Jul 29 · 1:00 PM–4:00 PM,2026-07-29T13:00,2026-07-29T16:00,active,2026-07-28,2026-07-29,base $3350; using net effective rent,streeteasy_html
"960 Franklin Avenue #113, New York, NY",$3362,1,1,,https://streeteasy.com/building/960-franklin-avenue/113,,,,new development,Mon Jul 26 · 9:00 AM–8:00 PM,2027-07-26T09:00,2027-07-26T20:00,active,2026-07-27,2026-07-29,base $3800; using net effective rent,streeteasy_html
"960 Franklin Avenue #120, New York, NY",$3362,1,1,,https://streeteasy.com/building/960-franklin-avenue/120,,,,new development,,,,active,2026-07-29,2026-07-29,base $3800; using net effective rent,streeteasy_html
"960 Franklin Avenue #219, New York, NY",$3362,1,1,,https://streeteasy.com/building/960-franklin-avenue/219,,,,new development,Mon Jul 26 · 9:00 AM–8:00 PM,2027-07-26T09:00,2027-07-26T20:00,active,2026-07-27,2026-07-29,base $3800; using net effective rent,streeteasy_html
"960 Franklin Avenue #219N, New York, NY",$3362,1,1,,https://streeteasy.com/building/960-franklin-avenue/219n,,,,new development,,,,active,2026-07-29,2026-07-29,base $3800; using net effective rent,streeteasy_html
"960 Franklin Avenue #221N, New York, NY",$3362,1,1,,https://streeteasy.com/building/960-franklin-avenue/221n,,,,new development,,,,active,2026-07-29,2026-07-29,base $3800; using net effective rent,streeteasy_html
"960 Franklin Avenue #268, New York, NY",$3494,1,1,,https://streeteasy.com/building/960-franklin-avenue/268,,,,new development,Thu Jul 30 · 9:00 AM–8:00 PM,2026-07-30T09:00,2026-07-30T20:00,active,2026-07-28,2026-07-29,base $3950; using net effective rent,streeteasy_html
"960 Franklin Avenue #269, New York, NY",$3494,1,1,,https://streeteasy.com/building/960-franklin-avenue/269,,,,new development,Mon Jul 26 · 9:00 AM–8:00 PM,2027-07-26T09:00,2027-07-26T20:00,active,2026-07-27,2026-07-29,base $3950; using net effective rent,streeteasy_html
"960 Franklin Avenue #270, New York, NY",$3362,1,1,,https://streeteasy.com/building/960-franklin-avenue/270,,,,new development,Thu Jul 30 · 9:00 AM–8:00 PM,2026-07-30T09:00,2026-07-30T20:00,active,2026-07-29,2026-07-29,base $3800; using net effective rent,streeteasy_html
"960 Franklin Avenue #271, New York, NY",$3494,1,1,,https://streeteasy.com/building/960-franklin-avenue/271,,,,new development,Thu Jul 30 · 9:00 AM–8:00 PM,2026-07-30T09:00,2026-07-30T20:00,active,2026-07-27,2026-07-29,base $3950; using net effective rent,streeteasy_html
"960 Franklin Avenue #354, New York, NY",$3583,1,1,,https://streeteasy.com/building/960-franklin-avenue/354,,,,new development,Wed Jul 29 · 9:00 AM–8:00 PM,2026-07-29T09:00,2026-07-29T20:00,active,2026-07-28,2026-07-29,base $4050; using net effective rent,streeteasy_html
"960 Franklin Avenue #357, New York, NY",$3583,1,1,,https://streeteasy.com/building/960-franklin-avenue/357,,,,new development,,,,active,2026-07-29,2026-07-29,base $4050; using net effective rent,streeteasy_html
"960 Franklin Avenue #451, New York, NY",$3804,1,1,,https://streeteasy.com/building/960-franklin-avenue/451,,,,new development,Mon Jul 26 · 9:00 AM–8:00 PM,2027-07-26T09:00,2027-07-26T20:00,active,2026-07-27,2026-07-29,base $4300; using net effective rent,streeteasy_html
"960 Franklin Avenue #523, New York, NY",$3583,1,1,,https://streeteasy.com/building/960-franklin-avenue/523,,,,new development,Thu Jul 30 · 9:00 AM–8:00 PM,2026-07-30T09:00,2026-07-30T20:00,active,2026-07-28,2026-07-29,base $4050; using net effective rent,streeteasy_html
"960 Franklin Avenue #620, New York, NY",$3450,1,1,,https://streeteasy.com/building/960-franklin-avenue/620,,,,new development,Wed Jul 29 · 9:00 AM–8:00 PM,2026-07-29T09:00,2026-07-29T20:00,active,2026-07-28,2026-07-29,base $3900; using net effective rent,streeteasy_html
"960 Franklin Avenue #710, New York, NY",$3937,1,1,,https://streeteasy.com/building/960-franklin-avenue/710,,,,new development,Mon Jul 26 · 9:00 AM–8:00 PM,2027-07-26T09:00,2027-07-26T20:00,active,2026-07-27,2026-07-29,base $4450; using net effective rent,streeteasy_html
"960 Franklin Avenue #716, New York, NY",$3937,1,1,,https://streeteasy.com/building/960-franklin-avenue/716,,,,new development,,,,active,2026-07-29,2026-07-29,base $4450; using net effective rent,streeteasy_html
"97 Grand Avenue #5H, Brooklyn, NY",$3980,1,1,,https://streeteasy.com/building/97-grand-avenue-brooklyn/5h,Clinton Hill,,,,,,,active,2026-07-29,2026-07-29,,streeteasy_html
"970 Greene Avenue #3B, Brooklyn, NY",$3845,3,2,,https://streeteasy.com/building/970-greene-avenue-brooklyn/3b,Stuyvesant Heights,,,,Sun Aug 2 · 10:30 AM–11:00 AM,2026-08-02T10:30,2026-08-02T11:00,active,2026-07-29,2026-07-29,base $4195; using net effective rent,streeteasy_html
"975 Nostrand Avenue #226, New York, NY",$2807,0,1,,https://streeteasy.com/building/the-arcadian/226,,,,new development,Thu Jul 30 · 1:00 PM–7:00 PM,2026-07-30T13:00,2026-07-30T19:00,active,2026-07-27,2026-07-29,base $3275; using net effective rent,streeteasy_html
"975 Nostrand Avenue #534, New York, NY",$3490,1,1,,https://streeteasy.com/building/the-arcadian/534,,,,new development,Mon Jul 26 · 10:00 AM–5:00 PM,2027-07-26T10:00,2027-07-26T17:00,active,2026-07-27,2026-07-29,base $4125; using net effective rent,streeteasy_html
"975 Nostrand Avenue #712, New York, NY",$3744,1,1,,https://streeteasy.com/building/the-arcadian/712,,,,new development,Thu Jul 30 · 1:00 PM–4:30 PM,2026-07-30T13:00,2026-07-30T16:30,active,2026-07-28,2026-07-29,base $4425; using net effective rent,streeteasy_html
"975 Nostrand Avenue #718, New York, NY",$2750,0,1,,https://streeteasy.com/building/the-arcadian/718,,,,new development,Thu Jul 30 · 1:00 PM–7:00 PM,2026-07-30T13:00,2026-07-30T19:00,active,2026-07-27,2026-07-29,base $3300; using net effective rent,streeteasy_html
"975 Nostrand Avenue #909, New York, NY",$3389,0,1,,https://streeteasy.com/building/the-arcadian/909,,,,new development,Thu Jul 30 · 1:00 PM–4:30 PM,2026-07-30T13:00,2026-07-30T16:30,active,2026-07-27,2026-07-29,base $3650; using net effective rent,streeteasy_html
